settlement_code,settlement,year,rows
65,מגדל,2007,42
65,מגדל,2008,58
65,מגדל,2009,38
65,מגדל,2010,47
65,מגדל,2011,89
65,מגדל,2012,51
65,מגדל,2013,89
65,מגדל,2014,103
65,מגדל,2015,131
65,מגדל,2016,119
65,מגדל,2017,115
65,מגדל,2018,106
65,מגדל,2019,119
65,מגדל,2020,108
65,מגדל,2021,184
65,מגדל,2022,145
65,מגדל,2023,72
65,מגדל,2024,80
65,מגדל,2025,101
65,מגדל,2026,4
6500,חדרה,1998,1337
6500,חדרה,1999,1315
6500,חדרה,2000,1100
6500,חדרה,2001,989
6500,חדרה,2002,933
6500,חדרה,2003,1026
6500,חדרה,2004,1102
6500,חדרה,2005,1287
6500,חדרה,2006,1194
6500,חדרה,2007,1582
6500,חדרה,2008,1914
6500,חדרה,2009,1896
6500,חדרה,2010,2021
6500,חדרה,2011,1863
6500,חדרה,2012,2095
6500,חדרה,2013,2294
6500,חדרה,2014,2003
6500,חדרה,2015,2802
6500,חדרה,2016,2766
6500,חדרה,2017,2325
6500,חדרה,2018,2125
6500,חדרה,2019,2063
6500,חדרה,2020,2186
6500,חדרה,2021,3776
6500,חדרה,2022,2665
6500,חדרה,2023,1680
6500,חדרה,2024,2584
6500,חדרה,2025,2210
6500,חדרה,2026,809
652,אבטין,1998,4
652,אבטין,1999,8
652,אבטין,2000,10
652,אבטין,2001,5
652,אבטין,2002,3
652,אבטין,2003,1
652,אבטין,2004,1
652,אבטין,2006,3
652,אבטין,2009,1
652,אבטין,2011,5
652,אבטין,2012,3
652,אבטין,2013,6
652,אבטין,2014,6
652,אבטין,2015,4
652,אבטין,2016,13
652,אבטין,2017,36
652,אבטין,2018,28
652,אבטין,2019,25
652,אבטין,2020,27
652,אבטין,2021,15
652,אבטין,2022,5
652,אבטין,2023,12
652,אבטין,2024,11
652,אבטין,2025,36
654,כפר קרע,1998,10
654,כפר קרע,1999,15
654,כפר קרע,2000,8
654,כפר קרע,2001,19
654,כפר קרע,2002,5
654,כפר קרע,2003,12
654,כפר קרע,2004,11
654,כפר קרע,2005,13
654,כפר קרע,2006,10
654,כפר קרע,2007,36
654,כפר קרע,2008,27
654,כפר קרע,2009,37
654,כפר קרע,2010,18
654,כפר קרע,2011,22
654,כפר קרע,2012,48
654,כפר קרע,2013,30
654,כפר קרע,2014,22
654,כפר קרע,2015,35
654,כפר קרע,2016,34
654,כפר קרע,2017,34
654,כפר קרע,2018,73
654,כפר קרע,2019,35
654,כפר קרע,2020,30
654,כפר קרע,2021,25
654,כפר קרע,2022,34
654,כפר קרע,2023,24
654,כפר קרע,2024,132
654,כפר קרע,2025,97
654,כפר קרע,2026,53
658,שייח' דנון,1998,1
658,שייח' דנון,1999,1
658,שייח' דנון,2000,1
658,שייח' דנון,2001,3
658,שייח' דנון,2002,1
658,שייח' דנון,2003,6
658,שייח' דנון,2005,1
658,שייח' דנון,2006,8
658,שייח' דנון,2007,12
658,שייח' דנון,2008,8
658,שייח' דנון,2009,5
658,שייח' דנון,2010,3
658,שייח' דנון,2012,2
658,שייח' דנון,2013,18
658,שייח' דנון,2014,9
658,שייח' דנון,2015,5
658,שייח' דנון,2016,3
658,שייח' דנון,2017,5
658,שייח' דנון,2018,7
658,שייח' דנון,2019,1
658,שייח' דנון,2020,1
658,שייח' דנון,2021,3
658,שייח' דנון,2022,9
658,שייח' דנון,2023,13
658,שייח' דנון,2024,3
658,שייח' דנון,2026,1
66,מרחביה )קיבוץ(,1999,2
66,מרחביה )קיבוץ(,2000,7
66,מרחביה )קיבוץ(,2001,2
66,מרחביה )קיבוץ(,2002,4
66,מרחביה )קיבוץ(,2003,18
66,מרחביה )קיבוץ(,2005,6
66,מרחביה )קיבוץ(,2006,7
66,מרחביה )קיבוץ(,2007,27
66,מרחביה )קיבוץ(,2008,30
66,מרחביה )קיבוץ(,2009,3
66,מרחביה )קיבוץ(,2010,1
66,מרחביה )קיבוץ(,2011,2
66,מרחביה )קיבוץ(,2013,1
66,מרחביה )קיבוץ(,2015,2
66,מרחביה )קיבוץ(,2016,2
66,מרחביה )קיבוץ(,2017,14
66,מרחביה )קיבוץ(,2018,40
66,מרחביה )קיבוץ(,2019,9
66,מרחביה )קיבוץ(,2020,5
66,מרחביה )קיבוץ(,2021,40
66,מרחביה )קיבוץ(,2022,12
66,מרחביה )קיבוץ(,2023,6
66,מרחביה )קיבוץ(,2024,19
66,מרחביה )קיבוץ(,2025,7
66,מרחביה )קיבוץ(,2026,7
6600,חולון,1998,2502
6600,חולון,1999,2936
6600,חולון,2000,2599
6600,חולון,2001,2567
6600,חולון,2002,2555
6600,חולון,2003,2405
6600,חולון,2004,2545
6600,חולון,2005,2715
6600,חולון,2006,3243
6600,חולון,2007,3722
6600,חולון,2008,3418
6600,חולון,2009,3278
6600,חולון,2010,3100
6600,חולון,2011,2376
6600,חולון,2012,2980
6600,חולון,2013,3445
6600,חולון,2014,2897
6600,חולון,2015,3261
6600,חולון,2016,3373
6600,חולון,2017,2684
6600,חולון,2018,2675
6600,חולון,2019,2747
6600,חולון,2020,2558
6600,חולון,2021,3779
6600,חולון,2022,2761
6600,חולון,2023,1697
6600,חולון,2024,2062
6600,חולון,2025,1922
6600,חולון,2026,649
661,שער אפרים,1998,187
661,שער אפרים,1999,101
661,שער אפרים,2000,28
661,שער אפרים,2001,3
661,שער אפרים,2003,5
661,שער אפרים,2004,5
661,שער אפרים,2005,96
661,שער אפרים,2006,21
661,שער אפרים,2007,24
661,שער אפרים,2008,25
661,שער אפרים,2009,24
661,שער אפרים,2010,16
661,שער אפרים,2011,10
661,שער אפרים,2012,21
661,שער אפרים,2013,42
661,שער אפרים,2014,37
661,שער אפרים,2015,46
661,שער אפרים,2016,11
661,שער אפרים,2017,22
661,שער אפרים,2018,8
661,שער אפרים,2019,11
661,שער אפרים,2020,7
661,שער אפרים,2021,16
661,שער אפרים,2022,29
661,שער אפרים,2023,7
661,שער אפרים,2024,28
661,שער אפרים,2025,2
662,חוסן,1998,18
662,חוסן,1999,4
662,חוסן,2000,4
662,חוסן,2001,30
662,חוסן,2002,30
662,חוסן,2003,10
662,חוסן,2004,10
662,חוסן,2005,6
662,חוסן,2006,14
662,חוסן,2007,95
662,חוסן,2008,25
662,חוסן,2009,10
662,חוסן,2010,10
662,חוסן,2011,22
662,חוסן,2012,21
662,חוסן,2013,14
662,חוסן,2014,19
662,חוסן,2015,19
662,חוסן,2016,22
662,חוסן,2017,14
662,חוסן,2018,38
662,חוסן,2019,12
662,חוסן,2020,16
662,חוסן,2021,19
662,חוסן,2022,14
662,חוסן,2023,13
662,חוסן,2024,5
662,חוסן,2025,4
662,חוסן,2026,3
663,טירת יהודה,1998,7
663,טירת יהודה,1999,38
663,טירת יהודה,2000,10
663,טירת יהודה,2001,4
663,טירת יהודה,2002,14
663,טירת יהודה,2003,5
663,טירת יהודה,2004,10
663,טירת יהודה,2005,11
663,טירת יהודה,2006,11
663,טירת יהודה,2007,13
663,טירת יהודה,2008,15
663,טירת יהודה,2009,4
663,טירת יהודה,2010,12
663,טירת יהודה,2011,8
663,טירת יהודה,2012,7
663,טירת יהודה,2013,8
663,טירת יהודה,2014,3
663,טירת יהודה,2015,4
663,טירת יהודה,2016,3
663,טירת יהודה,2017,6
663,טירת יהודה,2018,2
663,טירת יהודה,2019,7
663,טירת יהודה,2020,7
663,טירת יהודה,2021,6
663,טירת יהודה,2022,5
663,טירת יהודה,2023,4
663,טירת יהודה,2024,7
663,טירת יהודה,2025,20
664,כרם בן זמרה,2007,6
664,כרם בן זמרה,2008,1
664,כרם בן זמרה,2009,5
664,כרם בן זמרה,2010,2
664,כרם בן זמרה,2011,1
664,כרם בן זמרה,2012,1
664,כרם בן זמרה,2013,1
664,כרם בן זמרה,2015,1
664,כרם בן זמרה,2016,3
664,כרם בן זמרה,2017,1
664,כרם בן זמרה,2018,1
664,כרם בן זמרה,2021,1
664,כרם בן זמרה,2022,3
664,כרם בן זמרה,2025,2
665,תקומה,1998,1
665,תקומה,1999,2
665,תקומה,2000,1
665,תקומה,2002,3
665,תקומה,2004,1
665,תקומה,2005,3
665,תקומה,2006,1
665,תקומה,2010,4
665,תקומה,2012,1
665,תקומה,2013,2
665,תקומה,2014,1
665,תקומה,2015,1
665,תקומה,2016,2
665,תקומה,2017,1
665,תקומה,2018,1
665,תקומה,2019,3
665,תקומה,2020,4
665,תקומה,2021,7
665,תקומה,2022,1
665,תקומה,2023,7
665,תקומה,2024,9
665,תקומה,2026,4
666,עומר,1998,165
666,עומר,1999,71
666,עומר,2000,72
666,עומר,2001,57
666,עומר,2002,98
666,עומר,2003,67
666,עומר,2004,97
666,עומר,2005,88
666,עומר,2006,57
666,עומר,2007,109
666,עומר,2008,149
666,עומר,2009,96
666,עומר,2010,128
666,עומר,2011,102
666,עומר,2012,118
666,עומר,2013,101
666,עומר,2014,144
666,עומר,2015,134
666,עומר,2016,104
666,עומר,2017,116
666,עומר,2018,106
666,עומר,2019,108
666,עומר,2020,95
666,עומר,2021,171
666,עומר,2022,107
666,עומר,2023,81
666,עומר,2024,81
666,עומר,2025,77
666,עומר,2026,31
667,ברעם,2009,1
667,ברעם,2011,1
668,מפלסים,2011,1
668,מפלסים,2020,1
668,מפלסים,2026,2
67,אור הנר,2005,1
67,אור הנר,2009,7
67,אור הנר,2010,21
67,אור הנר,2011,10
67,אור הנר,2012,87
67,אור הנר,2013,1
67,אור הנר,2014,2
67,אור הנר,2015,5
67,אור הנר,2016,11
67,אור הנר,2017,4
67,אור הנר,2018,2
67,אור הנר,2019,6
67,אור הנר,2020,11
67,אור הנר,2021,4
67,אור הנר,2022,2
67,אור הנר,2023,11
67,אור הנר,2024,11
67,אור הנר,2025,1
67,אור הנר,2026,2
670,משמר איילון,2007,2
670,משמר איילון,2009,1
670,משמר איילון,2012,3
670,משמר איילון,2013,3
670,משמר איילון,2014,1
670,משמר איילון,2015,3
670,משמר איילון,2016,4
670,משמר איילון,2017,6
670,משמר איילון,2019,4
670,משמר איילון,2020,1
670,משמר איילון,2021,15
670,משמר איילון,2022,3
670,משמר איילון,2023,6
670,משמר איילון,2024,10
670,משמר איילון,2025,3
6700,טבריה,1998,525
6700,טבריה,1999,693
6700,טבריה,2000,692
6700,טבריה,2001,645
6700,טבריה,2002,397
6700,טבריה,2003,499
6700,טבריה,2004,353
6700,טבריה,2005,409
6700,טבריה,2006,370
6700,טבריה,2007,508
6700,טבריה,2008,558
6700,טבריה,2009,840
6700,טבריה,2010,1182
6700,טבריה,2011,793
6700,טבריה,2012,771
6700,טבריה,2013,857
6700,טבריה,2014,883
6700,טבריה,2015,1040
6700,טבריה,2016,1346
6700,טבריה,2017,972
6700,טבריה,2018,1172
6700,טבריה,2019,946
6700,טבריה,2020,927
6700,טבריה,2021,1453
6700,טבריה,2022,1575
6700,טבריה,2023,1105
6700,טבריה,2024,1360
6700,טבריה,2025,1419
6700,טבריה,2026,549
672,בית נקופה,1998,9
672,בית נקופה,1999,6
672,בית נקופה,2000,5
672,בית נקופה,2001,6
672,בית נקופה,2002,12
672,בית נקופה,2003,15
672,בית נקופה,2004,4
672,בית נקופה,2005,1
672,בית נקופה,2006,6
672,בית נקופה,2007,3
672,בית נקופה,2008,3
672,בית נקופה,2009,2
672,בית נקופה,2010,1
672,בית נקופה,2011,4
672,בית נקופה,2012,2
672,בית נקופה,2013,24
672,בית נקופה,2014,11
672,בית נקופה,2015,18
672,בית נקופה,2016,31
672,בית נקופה,2017,6
672,בית נקופה,2018,4
672,בית נקופה,2020,2
672,בית נקופה,2021,2
672,בית נקופה,2022,9
672,בית נקופה,2023,2
672,בית נקופה,2024,6
672,בית נקופה,2025,5
673,כפר טרומן,1998,57
673,כפר טרומן,1999,4
673,כפר טרומן,2000,6
673,כפר טרומן,2001,9
673,כפר טרומן,2002,11
673,כפר טרומן,2003,10
673,כפר טרומן,2004,11
673,כפר טרומן,2005,8
673,כפר טרומן,2006,1
673,כפר טרומן,2007,5
673,כפר טרומן,2008,7
673,כפר טרומן,2009,13
673,כפר טרומן,2010,4
673,כפר טרומן,2011,1
673,כפר טרומן,2012,5
673,כפר טרומן,2013,7
673,כפר טרומן,2014,2
673,כפר טרומן,2015,1
673,כפר טרומן,2016,2
673,כפר טרומן,2017,1
673,כפר טרומן,2018,8
673,כפר טרומן,2019,3
673,כפר טרומן,2020,4
673,כפר טרומן,2021,1
673,כפר טרומן,2022,4
673,כפר טרומן,2023,6
673,כפר טרומן,2024,1
673,כפר טרומן,2025,2
673,כפר טרומן,2026,1
674,לימן,2002,1
674,לימן,2005,1
674,לימן,2009,1
674,לימן,2010,3
674,לימן,2011,2
674,לימן,2012,1
674,לימן,2013,6
674,לימן,2015,3
674,לימן,2016,4
674,לימן,2017,7
674,לימן,2018,64
674,לימן,2019,18
674,לימן,2020,8
674,לימן,2021,19
674,לימן,2022,6
674,לימן,2025,1
675,הבונים,2000,32
675,הבונים,2001,20
675,הבונים,2002,14
675,הבונים,2003,4
675,הבונים,2004,3
675,הבונים,2005,4
675,הבונים,2006,23
675,הבונים,2007,2
675,הבונים,2008,8
675,הבונים,2009,10
675,הבונים,2010,4
675,הבונים,2011,1
675,הבונים,2012,1
675,הבונים,2013,2
675,הבונים,2014,1
675,הבונים,2015,8
675,הבונים,2016,12
675,הבונים,2017,4
675,הבונים,2018,34
675,הבונים,2019,7
675,הבונים,2020,39
675,הבונים,2021,15
675,הבונים,2022,79
675,הבונים,2023,34
675,הבונים,2024,20
675,הבונים,2025,45
676,עין השלושה,2020,9
676,עין השלושה,2021,6
676,עין השלושה,2022,3
676,עין השלושה,2023,5
676,עין השלושה,2024,1
677,הסוללים,1998,1
677,הסוללים,1999,28
677,הסוללים,2000,44
677,הסוללים,2001,19
677,הסוללים,2002,5
677,הסוללים,2003,4
677,הסוללים,2004,4
677,הסוללים,2005,6
677,הסוללים,2006,3
677,הסוללים,2007,36
677,הסוללים,2008,1
677,הסוללים,2009,2
677,הסוללים,2010,2
677,הסוללים,2012,4
677,הסוללים,2013,5
677,הסוללים,2014,3
677,הסוללים,2015,19
677,הסוללים,2016,5
677,הסוללים,2017,4
677,הסוללים,2018,6
677,הסוללים,2019,4
677,הסוללים,2020,6
677,הסוללים,2021,17
677,הסוללים,2022,6
677,הסוללים,2023,116
677,הסוללים,2024,2
677,הסוללים,2025,7
678,מעגן,2015,6
678,מעגן,2016,46
678,מעגן,2017,14
678,מעגן,2018,9
678,מעגן,2019,11
678,מעגן,2020,2
678,מעגן,2021,2
678,מעגן,2022,82
678,מעגן,2023,25
678,מעגן,2024,6
678,מעגן,2025,9
678,מעגן,2026,2
679,אביאל,2000,1
679,אביאל,2001,8
679,אביאל,2002,43
679,אביאל,2003,1
679,אביאל,2004,2
679,אביאל,2005,26
679,אביאל,2006,4
679,אביאל,2007,12
679,אביאל,2008,7
679,אביאל,2009,5
679,אביאל,2010,3
679,אביאל,2011,3
679,אביאל,2012,3
679,אביאל,2013,6
679,אביאל,2014,10
679,אביאל,2015,5
679,אביאל,2016,4
679,אביאל,2017,4
679,אביאל,2018,6
679,אביאל,2019,2
679,אביאל,2020,5
679,אביאל,2021,8
679,אביאל,2022,7
679,אביאל,2023,1
679,אביאל,2024,8
679,אביאל,2025,5
680,אומץ,2002,6
680,אומץ,2006,49
680,אומץ,2007,16
680,אומץ,2008,1
680,אומץ,2009,4
680,אומץ,2010,3
680,אומץ,2011,3
680,אומץ,2012,4
680,אומץ,2014,2
680,אומץ,2015,4
680,אומץ,2016,5
680,אומץ,2017,11
680,אומץ,2018,1
680,אומץ,2019,5
680,אומץ,2020,5
680,אומץ,2022,5
680,אומץ,2023,1
680,אומץ,2025,4
6800,קריית אתא,1998,780
6800,קריית אתא,1999,963
6800,קריית אתא,2000,793
6800,קריית אתא,2001,693
6800,קריית אתא,2002,586
6800,קריית אתא,2003,624
6800,קריית אתא,2004,532
6800,קריית אתא,2005,606
6800,קריית אתא,2006,596
6800,קריית אתא,2007,796
6800,קריית אתא,2008,873
6800,קריית אתא,2009,1107
6800,קריית אתא,2010,1303
6800,קריית אתא,2011,988
6800,קריית אתא,2012,1081
6800,קריית אתא,2013,1344
6800,קריית אתא,2014,1240
6800,קריית אתא,2015,1477
6800,קריית אתא,2016,1387
6800,קריית אתא,2017,1337
6800,קריית אתא,2018,1232
6800,קריית אתא,2019,1203
6800,קריית אתא,2020,1298
6800,קריית אתא,2021,1823
6800,קריית אתא,2022,1743
6800,קריית אתא,2023,1173
6800,קריית אתא,2024,1317
6800,קריית אתא,2025,1385
6800,קריית אתא,2026,713
681,גבעת שמואל,1998,385
681,גבעת שמואל,1999,571
681,גבעת שמואל,2000,590
681,גבעת שמואל,2001,357
681,גבעת שמואל,2002,439
681,גבעת שמואל,2003,389
681,גבעת שמואל,2004,335
681,גבעת שמואל,2005,327
681,גבעת שמואל,2006,290
681,גבעת שמואל,2007,308
681,גבעת שמואל,2008,336
681,גבעת שמואל,2009,286
681,גבעת שמואל,2010,315
681,גבעת שמואל,2011,300
681,גבעת שמואל,2012,311
681,גבעת שמואל,2013,272
681,גבעת שמואל,2014,274
681,גבעת שמואל,2015,320
681,גבעת שמואל,2016,319
681,גבעת שמואל,2017,497
681,גבעת שמואל,2018,607
681,גבעת שמואל,2019,623
681,גבעת שמואל,2020,547
681,גבעת שמואל,2021,944
681,גבעת שמואל,2022,734
681,גבעת שמואל,2023,463
681,גבעת שמואל,2024,881
681,גבעת שמואל,2025,583
681,גבעת שמואל,2026,173
682,אליקים,1998,2
682,אליקים,1999,8
682,אליקים,2000,1
682,אליקים,2001,6
682,אליקים,2002,2
682,אליקים,2003,14
682,אליקים,2004,5
682,אליקים,2005,1
682,אליקים,2006,2
682,אליקים,2007,6
682,אליקים,2008,9
682,אליקים,2010,1
682,אליקים,2011,3
682,אליקים,2012,3
682,אליקים,2017,1
682,אליקים,2019,1
682,אליקים,2020,9
682,אליקים,2021,34
682,אליקים,2022,8
682,אליקים,2023,3
682,אליקים,2024,7
682,אליקים,2025,16
682,אליקים,2026,5
683,גבע כרמל,1998,29
683,גבע כרמל,1999,11
683,גבע כרמל,2000,4
683,גבע כרמל,2001,13
683,גבע כרמל,2002,9
683,גבע כרמל,2003,5
683,גבע כרמל,2004,3
683,גבע כרמל,2005,6
683,גבע כרמל,2006,5
683,גבע כרמל,2007,3
683,גבע כרמל,2008,9
683,גבע כרמל,2009,9
683,גבע כרמל,2010,5
683,גבע כרמל,2011,11
683,גבע כרמל,2012,9
683,גבע כרמל,2013,11
683,גבע כרמל,2014,13
683,גבע כרמל,2015,4
683,גבע כרמל,2016,9
683,גבע כרמל,2017,9
683,גבע כרמל,2018,3
683,גבע כרמל,2019,12
683,גבע כרמל,2020,12
683,גבע כרמל,2021,14
683,גבע כרמל,2022,9
683,גבע כרמל,2023,14
683,גבע כרמל,2024,3
683,גבע כרמל,2025,4
683,גבע כרמל,2026,2
684,היוגב,2006,5
684,היוגב,2007,6
684,היוגב,2008,1
684,היוגב,2009,3
684,היוגב,2010,8
684,היוגב,2011,8
684,היוגב,2012,3
684,היוגב,2013,7
684,היוגב,2014,2
684,היוגב,2015,5
684,היוגב,2016,4
684,היוגב,2017,60
684,היוגב,2018,22
684,היוגב,2019,8
684,היוגב,2020,14
684,היוגב,2021,3
684,היוגב,2022,13
684,היוגב,2023,5
684,היוגב,2024,3
684,היוגב,2025,4
685,בניה,1998,4
685,בניה,1999,4
685,בניה,2000,1
685,בניה,2001,3
685,בניה,2002,1
685,בניה,2003,1
685,בניה,2004,2
685,בניה,2005,4
685,בניה,2006,2
685,בניה,2007,1
